car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Hyundai H1 super fresh octane 2010,Hyundai,H1,2010,Automatic,MPV,Octane,2400,65432 km,Rs 1580000
Suzuki 1200 2011,Suzuki,Other Model,2011,Manual,MPV,Octane,1200,89652 km,Rs 520000
Suzuki Ritz 2011,Suzuki,Other Model,2011,Manual,MPV,Octane,1200,89653 km,Rs 520000
Toyota Noah si 2012,Toyota,Noah,2012,Automatic,MPV,Octane,2000,48652 km,Rs 2370000
Toyota Noah si 2013,Toyota,Noah,2013,Automatic,MPV,Octane,2000,48000 km,Rs 2350000
Nissan SUCCESS 2013,Nissan,Other Model,2013,Manual,MPV,Octane,1500,58000 km,Rs 1100000
Toyota Hiace GL 2015,Toyota,Hiace,2015,Automatic,MPV,Octane,2000,31950 km,Rs 2295000
Toyota Noah AMBULANCE 2015,Toyota,Noah,2015,Automatic,MPV,Octane,2000,45000 km,Rs 1480000
Honda Vezel 2015,Honda,Vezel,2015,Automatic,MPV,Octane,1500,52000 km,Rs 2050000
Toyota Hiace DX DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,8000 km,Rs 2580000
Toyota Hiace SUPER GL PUSH LED 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,90000 km,Rs 3220000
Toyota Hiace TRH 200 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,87000 km,Rs 2380000
Toyota Hiace Dual AC GL Silver 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,20005 km,Rs 2580000
Toyota Hiace DX 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,75000 km,Rs 2350000
Toyota Hiace SUPER GL DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,45557 km,Rs 2850000
Toyota Hiace GL 2016,Toyota,Hiace,2016,Automatic,MPV,Octane,2000,39500 km,Rs 2450000
Toyota Voltz 2012,Toyota,Voltz,2012,Automatic,null,Octane,1000,45855 km,Rs 1180000
Toyota Mark II S package 1997,Toyota,Mark II,1997,Automatic,Saloon,Octane,1500,55000 km,Rs 850000
Toyota MR2 তেলে চালিত 1997,Toyota,MR2,1997,Automatic,Saloon,Octane,1500,55000 km,Rs 850000
Toyota Starlet 1994,Toyota,Starlet,1998,Manual,Saloon,Octane,1331,179724 km,Rs 300000
Honda City Octane Driven 2000,Honda,City,2000,Automatic,Saloon,Octane,1500,75000 km,Rs 490000
Toyota Corolla Octane Driven 2003,Toyota,Corolla,2003,Automatic,Saloon,Octane,1500,118164 km,Rs 910000
Nissan Sunny marun clour 2003,Nissan,Sunny,2003,Automatic,Saloon,Octane,1300,89000 km,Rs 490000
Toyota Corolla x model 2004,Toyota,Corolla,2004,Automatic,Saloon,Octane,1500,60000 km,Rs 948000
Toyota Mark II GX110 (35th) 2004,Toyota,Mark II,2004,Automatic,Saloon,Octane,2000,90000 km,Rs 1285000
Nissan Sunny 2004,Nissan,Sunny,2004,Automatic,Saloon,Octane,1500,78554 km,Rs 655000
BMW 320i 2005,BMW,320i,2005,Automatic,Saloon,Octane,2000,62000 km,Rs 2499999
Toyota Allion G PKG 2005,Toyota,Allion,2005,Automatic,Saloon,Octane,1500,87500 km,Rs 1180000
Toyota Allion option auto 2005,Toyota,Allion,2005,Automatic,Saloon,Octane,1500,69000 km,Rs 1145000
Honda Civic very nice condition 2005,Honda,Civic,2005,Automatic,Saloon,Octane,1500,78000 km,Rs 790000
Toyota Premio FL 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,2000,24600 km,Rs 1250000
Toyota RAV4 RAV 4 2005,Toyota,RAV4,2005,Automatic,Saloon,Octane,1800,76200 km,Rs 1565000
Toyota Allion Standard package 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,84313 km,Rs 1330000
Toyota Allion G 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,69854 km,Rs 1330000
Nissan Bluebird sylphy 2006,Nissan,Bluebird,2006,Automatic,Saloon,Octane,1500,77000 km,Rs 1050000
Mitsubishi GLX very nice condition 2006,Mitsubishi,GLX,2006,Automatic,Saloon,Octane,1500,64000 km,Rs 750000
Toyota Premio G Pkg 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,65850 km,Rs 1350000
Maruti Suzuki WagonR manual gear 2006,Maruti Suzuki,WagonR,2006,Automatic,Saloon,Octane,1200,89000 km,Rs 370000
Toyota Premio F-super fresh octane 2007,Toyota,Premio,2007,Automatic,Saloon,Octane,1500,68543 km,Rs 1660000
Toyota Premio Radewen 2007,Toyota,Premio,2007,Automatic,Saloon,Octane,1500,61000 km,Rs 1530000
Toyota Premio G 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,45623 km,Rs 1650000
Toyota Premio F 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,67000 km,Rs 1660000
Toyota Axio x 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,67300 km,Rs 1195000
Toyota Premio G SUPER PUSH 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,75200 km,Rs 1825000
Toyota Premio F 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,41000 km,Rs 1670000
Nissan Sunny G- 2009,Nissan,Sunny,2009,Automatic,Saloon,Octane,1300,74812 km,Rs 820000
Nissan Tiida 2005,Nissan,Tiida,2009,Automatic,Saloon,Octane,1500,60015 km,Rs 785000
Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,62400 km,Rs 1720000
Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,52202 km,Rs 1725000
Toyota Axio super fresh 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,62425 km,Rs 1275000
Mitsubishi Lancer EX Rockford GLS 2010,Mitsubishi,Lancer,2010,Automatic,Saloon,Octane,1500,68000 km,Rs 1190000
Toyota Premio NEW SHAPE 2010,Toyota,Premio,2010,Automatic,Saloon,Octane,1500,72100 km,Rs 1955000
Hyundai Sonata 2010,Hyundai,Sonata,2010,Automatic,Saloon,Octane,2000,76000 km,Rs 1850000
Toyota Vitz 2010,Toyota,Vitz,2010,Automatic,Saloon,Octane,1000,65000 km,Rs 720000
Toyota Axio G Ltd 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,47000 km,Rs 1375000
Toyota Axio G 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,50000 km,Rs 1355000
Toyota Axio G ltd 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,38550 km,Rs 1295000
Toyota Axio X Hid 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,70206 km,Rs 1350000
Toyota Passo sette g edition 2011,Toyota,Passo,2011,Automatic,Saloon,Octane,1500,32343 km,Rs 1390000
Toyota Premio EX 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,43000 km,Rs 1980000
Toyota Premio FL-HID. 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,68289 km,Rs 1895000
Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,62000 km,Rs 1760000
Toyota Sienta 7seat+door power 2011,Toyota,Sienta,2011,Automatic,Saloon,Octane,1500,49536 km,Rs 1428000
Hyundai Sonata sunroof 2011,Hyundai,Sonata,2011,Automatic,Saloon,Octane,2000,42312 km,Rs 1950000
Suzuki Swift D-ZIRE 2011,Suzuki,Swift,2011,Manual,Saloon,Octane,1300,45000 km,Rs 750000
Suzuki Swift Trim 2011,Suzuki,Swift,2011,Manual,Saloon,Octane,1300,50000 km,Rs 660000
Toyota Vitz rx 2011,Toyota,Vitz,2011,Automatic,Saloon,Octane,1320,32432 km,Rs 1360000
Hyundai Accent blue 2012,Hyundai,Accent,2012,Automatic,Saloon,Octane,1500,54100 km,Rs 1020000
"Hyundai Accent Blue,Model- 2012",Hyundai,Accent,2012,Automatic,Saloon,Octane,1400,37000 km,Rs 1280000
Hyundai Accent blue 2012,Hyundai,Accent,2012,Automatic,Saloon,Octane,1400,52345 km,Rs 1230000
Hyundai Accent BLUE G PKG 2012,Hyundai,Accent,2012,Automatic,Saloon,Octane,1500,35850 km,Rs 1250000
"Toyota Auris s"" stails 2012",Toyota,Auris,2012,Automatic,Saloon,Octane,1500,48278 km,Rs 1475000
Toyota Axio super fresh octane 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1331,43212 km,Rs 1460000
Toyota Axio G- Edition 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,58278 km,Rs 1375000
Toyota Axio G Push Start 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,40000 km,Rs 1465000
Honda Insight G Hybrid 2012,Honda,Insight,2012,Automatic,Saloon,Octane,1500,46000 km,Rs 1443000
Toyota Premio G SUPER PUSH 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,63200 km,Rs 2090000
Toyota Premio G supar 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,52000 km,Rs 2050000
Toyota Allion G Edition 2013,Toyota,Allion,2013,Automatic,Saloon,Octane,1500,61000 km,Rs 1950000
Ford Fiesta 2013,Ford,Fiesta,2013,Automatic,Saloon,Octane,1499,27000 km,Rs 8500000
Toyota Premio G Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,1500 km,Rs 2065000
Toyota Premio G-Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,45534 km,Rs 2290000
Toyota Allion G PKG HID LTD 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,46500 km,Rs 2095000
Toyota Allion g plus 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,36000 km,Rs 2150000
Toyota Allion Super fresh-A15 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,48452 km,Rs 2095000
Toyota Allion G. Plus 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,42000 km,Rs 2120000
Toyota Auris PUSH HID LTD 2014,Toyota,Auris,2014,Automatic,Saloon,Octane,1500,61000 km,Rs 1650000
Toyota Premio FEX Package 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,37521 km,Rs 2300000
Toyota Premio G supar 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,55000 km,Rs 2299000
Toyota Premio F Ex 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,48277 km,Rs 2265000
Honda Vezel z package 2014,Honda,Vezel,2014,Automatic,Saloon,Octane,1500,35765 km,Rs 2110000
Toyota Yaris E. Series 2014,Toyota,Yaris,2014,Automatic,Saloon,Octane,1300,35000 km,Rs 1380000
Toyota Yaris E. Series 2014,Toyota,Yaris,2014,Automatic,Saloon,Octane,1300,33000 km,Rs 1380000
Hyundai Accent Blue Sunroof (New) 2015,Hyundai,Accent,2015,Automatic,Saloon,Octane,1400,217 km,Rs 1870000
Toyota Allion 3 Months Used 2015,Toyota,Allion,2015,Automatic,Saloon,Octane,1500,77000 km,Rs 2395000
Toyota Allion G Plus Octane drive 2015,Toyota,Allion,2015,Automatic,Saloon,Octane,1500,55000 km,Rs 2290000
Mitsubishi Attrage 1.3 2015,Mitsubishi,Attrage,2015,Automatic,Saloon,Octane,1300,29000 km,Rs 980000
Toyota Axio G package BANK LONE 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,35000 km,Rs 880000
Toyota Axio এক্স (ব্যাংক লোন) 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,35000 km,Rs 880000
Toyota Axio X SILVER DHAKA AP 4 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,63932 km,Rs 1770000
Toyota Axio X 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,77792 km,Rs 1800000
Toyota Premio F EX PACKAGE 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,37000 km,Rs 2400000
Toyota Premio F EX Seat Power 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,42000 km,Rs 2350000
Toyota Premio Seat Power IDOL Stop 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,42120 km,Rs 2335000
Toyota Premio G SUPERIOR 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,36700 km,Rs 2395000
Toyota Premio G supar 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,52000 km,Rs 2399000
Toyota Premio EX G PKG Bank Loan 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,69000 km,Rs 1650000
Toyota Premio G Superior EX Octane 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,47312 km,Rs 2380000
"Toyota Allion G,OLD SHAPE 2016",Toyota,Allion,2016,Automatic,Saloon,Octane,1500,14568 km,Rs 2730000
"Toyota Allion G PACKAGE, PEARL 2016",Toyota,Allion,2016,Automatic,Saloon,Octane,1500,29800 km,Rs 2845000
Mazda Axela 2011,Mazda,Axela,2016,Automatic,Saloon,Octane,1500,50460 km,Rs 1375000
Toyota Axio Non Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,Octane,1500,71000 km,Rs 1900000
Honda City NON HYBRID BRAND NEW 2016,Honda,City,2016,Automatic,Saloon,Octane,1500,54032 km,Rs 1795000
Honda Civic Sunroof 2016,Honda,Civic,2016,Automatic,Saloon,Octane,1500,27000 km,Rs 2970000
Toyota Esquire Noah 2016,Toyota,Esquire,2016,Automatic,Saloon,Octane,2000,25000 km,Rs 3680000
Toyota Premio F-EX 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,32350 km,Rs 2950000
Toyota Premio F Ex Package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,27000 km,Rs 2720000
Toyota Premio F Ex Package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,36217 km,Rs 2820000
Toyota Premio Fl 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,42000 km,Rs 3220000
Toyota Premio Ex package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,36458 km,Rs 2950000
Toyota Premio F 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,27147 km,Rs 2750000
Proton Satria 2016,Proton,Satria,2016,Automatic,Saloon,Octane,1500,35218 km,Rs 1800000
Toyota Allion G LED 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,43000 km,Rs 2800000
Toyota Allion A-15 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,30000 km,Rs 2700000
Toyota Allion Mica Blue G Pkg 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,14500 km,Rs 3050000
Toyota Allion G PLUS 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,22948 km,Rs 3050000
Toyota Allion G Package 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,47412 km,Rs 3130000
Toyota Axio Wxb Non Hybrid 2017,Toyota,Axio,2017,Automatic,Saloon,Octane,1500,11598 km,Rs 2600000
Toyota C-HR CHR TURBO OCTANE 2017,Toyota,C-HR,2017,Automatic,Saloon,Octane,1331,36500 km,Rs 2860000
Honda Civic SunRoof Turbo engine 2017,Honda,Civic,2017,Automatic,Saloon,Octane,1500,17000 km,Rs 3195000
Toyota Premio F Ex PKG. 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,28277 km,Rs 3065000
Toyota Premio F Ex PKG. 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,23951 km,Rs 3095000
Toyota Premio f ex package 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,25000 km,Rs 2985000
Toyota Premio Ex 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,56000 km,Rs 3400000
Toyota Premio Ex Pkg 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,19000 km,Rs 3250000
Toyota Premio 2014,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,43000 km,Rs 2450000
Toyota Premio 2015,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,80000 km,Rs 2480000
Toyota Premio F-EX 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,15000 km,Rs 3400000
Toyota Allion G LED/308 KM 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,308 km,Rs 3150000
Toyota Allion G 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,30000 km,Rs 3000000
Toyota Allion G/Black Push 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,32200 km,Rs 3150000
Mercedes-Benz C-Class C-160 2018,Mercedes-Benz,C-Class,2018,Automatic,Saloon,Octane,1600,2657 km,Rs 7250000
Honda CR-V Ex Masterpiece/Red 2018,Honda,CR-V,2018,Automatic,Saloon,Octane,1500,10739 km,Rs 5450000
Toyota Premio Ex AP 5 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,19000 km,Rs 3680000
Toyota Premio FL 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,23000 km,Rs 3280000
Toyota Premio Fl Pkg 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,25000 km,Rs 3430000
Toyota Premio F-EX PKG 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,23000 km,Rs 3550000
Toyota Premio F Ex/Pearl Point 5 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,12975 km,Rs 3500000
Toyota Premio Ex 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,5000 km,Rs 3800000
Toyota Premio Ex Brand 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,22 km,Rs 3770000
Toyota Premio Ex Mica Blue 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,6500 km,Rs 3900000
Toyota Premio Ex Mica Blue 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,7000 km,Rs 3900000
Toyota Premio 2017,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,36000 km,Rs 2899999
Toyota Premio Bronze F EX 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,17000 km,Rs 3799999
Toyota Premio F Ex/Wine 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,6000 km,Rs 3740000
Toyota Premio Mica Blue F-EX 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,8785 km,Rs 3890000
Toyota Sienta 2013,Toyota,Sienta,2019,Automatic,Saloon,Octane,1500,30727 km,Rs 1600000
Toyota Premio 000KM SSSS Point 2020,Toyota,Premio,2020,Automatic,Saloon,Octane,1500,6 km,Rs 3880000
Toyota RAV4 SunRoof 1999,Toyota,RAV4,1999,Automatic,SUV / 4x4,Octane,2000,55000 km,Rs 850000
Honda CR-V super fresh 2000,Honda,CR-V,2000,Automatic,SUV / 4x4,Octane,2000,68452 km,Rs 985000
Toyota RAV4 L Octane driven 2000,Toyota,RAV4,2000,Automatic,SUV / 4x4,Octane,1800,78000 km,Rs 1290000
Toyota Hilux 1997,Toyota,Hilux,2001,Manual,SUV / 4x4,Octane,3400,120000 km,Rs 1900000
Toyota Noah very nice condition 2003,Toyota,Noah,2003,Automatic,SUV / 4x4,Octane,2000,80000 km,Rs 965000
Mitsubishi Pajero Nativa 2003,Mitsubishi,Pajero,2003,Automatic,SUV / 4x4,Octane,2972,90000 km,Rs 1395000
Toyota Prado GX Ltd. 2003,Toyota,Prado,2003,Automatic,SUV / 4x4,Octane,2700,75201 km,Rs 2800000
Toyota Harrier Lexus 2004,Toyota,Harrier,2004,Automatic,SUV / 4x4,Octane,2400,65600 km,Rs 2050000
Mitsubishi Pajero Exceed 2004,Mitsubishi,Pajero,2004,Automatic,SUV / 4x4,Octane,3000,73254 km,Rs 2600000
Nissan X-Trail এস পেকেজ 2004,Nissan,X-Trail,2004,Automatic,SUV / 4x4,Octane,2000,62000 km,Rs 1295000
Honda CR-V silver Golden 2005,Honda,CR-V,2005,Automatic,SUV / 4x4,Octane,2400,89000 km,Rs 1250000
Toyota RAV4 G Edition Push 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,Octane,2362,54000 km,Rs 1650000
Toyota RAV4 OCTEN DRIVE 2006,Toyota,RAV4,2006,Automatic,SUV / 4x4,Octane,2400,51000 km,Rs 1675000
Toyota RAV4 SunRoof New Shape 2006,Toyota,RAV4,2006,Automatic,SUV / 4x4,Octane,2400,35000 km,Rs 1850000
Toyota Rush hard jeep 2006,Toyota,Rush,2006,Automatic,SUV / 4x4,Octane,1500,88650 km,Rs 1120000
Nissan Dualis With Sunroof 2007,Nissan,Dualis,2007,Automatic,SUV / 4x4,Octane,2000,67583 km,Rs 1380000
Toyota Rush g 2007,Toyota,Rush,2007,Automatic,SUV / 4x4,Octane,1500,57650 km,Rs 1250000
Toyota Prado Tx Limited. 2009,Toyota,Prado,2009,Automatic,SUV / 4x4,Octane,2700,65214 km,Rs 5875000
Toyota RAV4 2003,Toyota,RAV4,2009,Automatic,SUV / 4x4,Octane,2000,56000 km,Rs 1150000
Toyota Rush G 2009,Toyota,Rush,2009,Automatic,SUV / 4x4,Octane,1500,47521 km,Rs 1260000
Nissan X-Trail 7 Seat 2009,Nissan,X-Trail,2009,Automatic,SUV / 4x4,Octane,2000,52000 km,Rs 1880000
Nissan Juke — G Urban Selection 2010,Nissan,Juke,2010,Automatic,SUV / 4x4,Octane,1500,18404 km,Rs 1480000
Mitsubishi Outlandar Roadest 7 seat 2010,Mitsubishi,Outlandar,2010,Automatic,SUV / 4x4,Octane,2000,53000 km,Rs 1950000
Mitsubishi Outlandar SUNROOF 7 SEAT 2010,Mitsubishi,Outlandar,2010,Automatic,SUV / 4x4,Octane,2000,68211 km,Rs 2165000
Mitsubishi Outlander 7 SEAT 2010,Mitsubishi,Outlander,2010,Automatic,SUV / 4x4,Octane,2000,66500 km,Rs 2250000
Hyundai Tucson 2010,Hyundai,Tucson,2010,Automatic,SUV / 4x4,Octane,2000,62000 km,Rs 1650000
Nissan X-Trail X Trail 2010,Nissan,X-Trail,2010,Automatic,SUV / 4x4,Octane,2000,63200 km,Rs 1950000
Nissan Juke all auto 2011,Nissan,Juke,2011,Automatic,SUV / 4x4,Octane,1500,54087 km,Rs 1620000
Mitsubishi RVR 2010,Mitsubishi,RVR,2011,Automatic,SUV / 4x4,Octane,1800,35000 km,Rs 1850000
Hyundai Tucson Sunroof 2011,Hyundai,Tucson,2011,Automatic,SUV / 4x4,Octane,2000,55000 km,Rs 1850000
Nissan X-Trail octane 2011,Nissan,X-Trail,2011,Automatic,SUV / 4x4,Octane,2000,52436 km,Rs 2260000
Honda CR-V g edition 2012,Honda,CR-V,2012,Automatic,SUV / 4x4,Octane,2000,32435 km,Rs 2850000
Nissan X-Trail G 2012,Nissan,X-Trail,2012,Automatic,SUV / 4x4,Octane,2000,33000 km,Rs 2340000
Toyota Prado TX 2013,Toyota,Prado,2013,Automatic,SUV / 4x4,Octane,2700,47000 km,Rs 7290000
Toyota Harrier Advance Premium 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,46121 km,Rs 5150000
Toyota Harrier sunroof 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,14324 km,Rs 4850000
Toyota Harrier Adv. Premium 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,47700 km,Rs 4650000
Toyota Harrier BLACK ELEGANCE PKG 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,55870 km,Rs 5400000
Toyota Land Cruiser Prado TX LTD 2014,Toyota,Land Cruiser,2014,Automatic,SUV / 4x4,Octane,2700,15268 km,Rs 8500000
Toyota Prado tx 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,Octane,2700,35000 km,Rs 7400000
Honda Vezel Non Hybrid 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,35500 km,Rs 2100000
Honda Vezel Z 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,41500 km,Rs 2090000
Honda Vezel Rs Pakeg 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,28000 km,Rs 2150000
Honda Vezel S 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,60735 km,Rs 2150000
Honda Vezel S Package 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,37117 km,Rs 2275000
Honda Vezel Black IDLING STOP 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,6170 km,Rs 2430000
Nissan X-Trail 7 seater 2014,Nissan,X-Trail,2014,Automatic,SUV / 4x4,Octane,2000,43651 km,Rs 3250000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,45000 km,Rs 5500000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,21000 km,Rs 5590000
Toyota Harrier ADVANCE PREMIUM -2 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,29356 km,Rs 5995000
Nissan Juke 2011,Nissan,Juke,2015,Automatic,SUV / 4x4,Octane,1500,54000 km,Rs 1270000
Honda Vezel S 2015,Honda,Vezel,2015,Automatic,SUV / 4x4,Octane,1500,55647 km,Rs 2185000
Honda Vezel S 2015,Honda,Vezel,2015,Automatic,SUV / 4x4,Octane,1500,43135 km,Rs 2225000
Mercedes-Benz GLA-Class Leather 2016,Mercedes-Benz,GLA-Class,2016,Automatic,SUV / 4x4,Octane,1600,10000 km,Rs 5250000
Haval H2 Special Edition 2016,Haval,H2,2016,Automatic,SUV / 4x4,Octane,1500,55000 km,Rs 2250000
Nissan Juke 2011,Nissan,Juke,2016,Automatic,SUV / 4x4,Octane,1500,69000 km,Rs 1220000
Lexus RX 200T 2016,Lexus,RX,2016,Automatic,SUV / 4x4,Octane,2000,39714 km,Rs 10200000
Hyundai Santa Fe PENAROMIC SUNROOF 2016,Hyundai,Santa Fe,2016,Automatic,SUV / 4x4,Octane,2400,43000 km,Rs 3780000
Nissan X-Trail 7 Seat / Sunroof 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Octane,2000,54434 km,Rs 4150000
Nissan X-Trail NT32 4wd SR Non hyb 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Octane,2000,67000 km,Rs 4650000
Toyota Hiace Super GL/2 Door PWR 2017,Toyota,Hiace,2017,Automatic,SUV / 4x4,Octane,2000,33000 km,Rs 3380000
Honda H-RV G 2019,Honda,H-RV,2019,Automatic,SUV / 4x4,Octane,1500,9000 km,Rs 3290000
Nissan X-Trail Non Hybrid 2020,Nissan,X-Trail,2020,Automatic,SUV / 4x4,Octane,2000,11000 km,Rs 5295000
Honda CR-V EX Masterpiece 2021,Honda,CR-V,2021,Automatic,SUV / 4x4,Octane,1500,325 km,Rs 5990000
Toyota Fielder AXIO 2011,Toyota,Fielder,2011,Automatic,Estate,"Octane, LPG",1500,65000 km,Rs 1215000
Toyota Fielder X fresh condition 2011,Toyota,Fielder,2011,Automatic,Estate,"Octane, LPG",1500,58250 km,Rs 1199000
Toyota Vitz Key Start 2008,Toyota,Vitz,2008,Automatic,Hatchback,"Octane, LPG",1000,75000 km,Rs 700000
Toyota Vitz G PKG 2011,Toyota,Vitz,2011,Automatic,Hatchback,"Octane, LPG",1320,57580 km,Rs 1095000
Toyota Noah X 2004,Toyota,Noah,2004,Automatic,MPV,"Octane, LPG",2000,85320 km,Rs 999999
Toyota Corolla 100 1993,Toyota,Corolla,1993,Automatic,Saloon,"Octane, LPG",1331,96000 km,Rs 390000
Ford Ikon balak 2003,Ford,Ikon,2003,Automatic,Saloon,"Octane, LPG",1300,89653 km,Rs 340000
Nissan Sunny এলপিজি&অকটেন 2003,Nissan,Sunny,2003,Automatic,Saloon,"Octane, LPG",1500,65000 km,Rs 670000
